Corner column(o/p),Outer column(o/p),Inner Column(o/p),Beam(o/p),Span(i/p),Storey(i/p),Area(sqm)(i/p)
300X350,300X400,300X450,250X300,3,6,864
300X300,300X350,300X450,250X300,3,6,864
300X300,300X350,300X400,250X300,3,6,864
300X300,300X350,300X350,250X300,3,6,864
300x340,300x390,300x440,250x300,3,6,864
300x330,300x380,300x430,250x300,3,6,864
300x320,300x370,300x420,250x300,3,6,864
300x310,300x360,300x410,250x300,3,6,864
300x300,300x350,300x400,250x300,3,6,864
300x300,300x350,300x390,250x300,3,6,864
300x300,300x350,300x380,250x300,3,6,864
300x300,300x350,300x370,250x300,3,6,864
300x300,300x350,300x360,250x300,3,6,864
350X450,350X500,350X550,250X300,3,5,720
350X440,350X490,350X540,250X300,3,5,720
350X430,350X480,350X530,250X300,3,5,720
350X420,350X470,350X520,250X300,3,5,720
350X410,350X460,350X510,250X300,3,5,720
350X400,350X450,350X500,250X300,3,5,720
350X390,350X440,350X490,250X300,3,5,720
350X380,350X430,350X480,250X300,3,5,720
350X370,350X420,350X470,250X300,3,5,720
350X360,350X410,350X460,250X300,3,5,720
350X350,350X400,350X450,250X300,3,5,720
300X450,300X500,300X550,250X300,3,5,720
300X440,300X490,300X540,250X300,3,5,720
300X430,300X480,300X530,250X300,3,5,720
300X420,300X470,300X520,250X300,3,5,720
300X410,300X460,300X510,250X300,3,5,720
300X400,300X450,300X400,250X300,3,5,720
300X390,300X440,300X490,250X300,3,5,720
300X380,300X430,300X480,250X300,3,5,720
300X370,300X420,300X470,250X300,3,5,720
300X360,300X410,300X460,250X300,3,5,720
300X350,300X400,300X450,250X300,3,5,720
300X340,300X390,300X440,250X300,3,5,720
300X330,300X380,300X430,250X300,3,5,720
300X320,300X370,300X420,250X300,3,5,720
300X310,300X360,300X410,250X300,3,5,720
300X300,300X350,300X400,250X300,3,5,720
300X300,300X340,300X390,250X300,3,5,720
300X300,300X330,300X380,250X300,3,5,720
300X300,300X320,300X370,250X300,3,5,720
300X300,300X310,300X360,250X300,3,5,720
300X300,300X300,300X350,250X300,3,5,720
300X300,300X300,300X340,250X300,3,5,720
300X300,300X300,300X330,250X300,3,5,720
300X300,300X300,300X320,250X300,3,5,720
300X300,300X300,300X310,250X300,3,5,720
300X300,300X300,300X300,250X300,3,5,720
300x350,300x400,300x450,250x250,3,3,432
300X320,300x400,300X450,250X250,3,3,432
300X300,300X400,300x450,250X250,3,3,432
300X300,300X350,300X450,250x250,3,3,432
300X300,300x300,300x450,250x250,3,3,432
300x300,300x300,300x400,250x250,3,3,432
300X300,300X300,300X350,250X250,3,3,432
300x300,300x300,300x300,250x250,3,3,432
300x340,300x390,300x440,250x250,3,3,432
300x330,300x380,300x430,250x250,3,3,432
300x320,300x370,300x420,250x250,3,3,432
300x310,300x360,300x410,250x250,3,3,432
300x300,300x350,300x400,250x250,3,3,432
300x300,300x340,300x390,250x250,3,3,432
300x300,300x330,300x380,250x250,3,3,432
300x300,300x320,300x370,250x250,3,3,432
300x300,300x310,300x360,250x250,3,3,432
300x300,300x300,300x350,250x250,3,3,432
300x300,300x300,300x340,250x250,3,3,432
300x300,300x300,300x330,250x250,3,3,432
300x300,300x300,300x320,250x250,3,3,432
300x300,300x300,300x310,250x250,3,3,432
300x350,300x400,300x450,250x250,3,2,288
300X340,300X390,300X440,250x250,3,2,288
300X330,300X380,300X430,250x250,3,2,288
300X320,300X370,300X420,250x250,3,2,288
300X310,300X360,300X410,250X250,3,2,288
300X300,300X350,300X400,250x250,3,2,288
300X300,300X340,300X390,250x250,3,2,288
300X300,300X330,300X380,250x250,3,2,288
300X300,300X320,300X370,250x250,3,2,288
300X300,300X310,300X360,250X250,3,2,288
300X300,300X300,300X350,250X250,3,2,288
300X300,300X300,300X340,250x250,3,2,288
300X300,300X300,300X330,250x250,3,2,288
300X300,300X300,300X320,250x250,3,2,288
300X300,300X300,300X310,250x250,3,2,288
300X300,300X300,300X300,250X250,3,2,288
300X600,300X650,300X700,250X400,4,9,1728
300X550,300X650,300X720,250X400,4,9,1728
350X550,350X600,350X650,250X400,4,9,1728
350X500,350X600,350X650,250X400,4,9,1728
350X450,350X600,350X650,250X400,4,9,1728
350X400,350X600,350X650,250X400,4,9,1728
350X400,350X550,350X650,250X400,4,9,1728
350x540,350x640,350x690,250x400,4,9,1728
350x530,350x630,350x680,250x400,4,9,1728
350x520,350x620,350x670,250x400,4,9,1728
350x510,350x610,350x660,250x400,4,9,1728
350x500,350x600,350x650,250x400,4,9,1728
350x490,350x590,350X650,250x400,4,9,1728
350x480,350x580,350x650,250x400,4,9,1728
350x470,350x570,350x650,250x400,4,9,1728
350x460,350x560,350x650,250x400,4,9,1728
350x450,350x550,350x650,250x400,4,9,1728
350x440,350x550,350x650,250x400,4,9,1728
350x430,350x550,350x650,250x400,4,9,1728
350x420,350x550,350x650,250x400,4,9,1728
350x410,350x550,350x650,250x400,4,9,1728
300X600,300X650,300X700,250X400,4,8,1536
300X590,300X640,300X690,250X400,4,8,1536
300X580,300X630,300X680,250X400,4,8,1536
300X570,300X620,300X670,250X400,4,8,1536
300X560,300X610,300X660,250X400,4,8,1536
300X550,300X600,300X650,250X400,4,8,1536
300X540,300X600,300X640,250X400,4,8,1536
300X530,300X600,300X630,250X400,4,8,1536
300X520,300X600,300X620,250X400,4,8,1536
300X510,300X600,300X620,250X400,4,8,1536
300X500,300X600,300X620,250X400,4,8,1536
350X400,350X550,350X650,250X400,4,8,1536
350X400,350X540,350X640,250X400,4,8,1536
350X400,350X550,350X630,250X400,4,8,1536
350X400,350X540,350X620,250X400,4,8,1536
350X400,350X530,350X610,250X400,4,8,1536
350X400,350X520,350X600,250X400,4,8,1536
350X400,350X510,350X590,250X400,4,8,1536
350X400,350X500,350X580,250X400,4,8,1536
350X400,350X490,350X570,250X400,4,8,1536
350X400,350X480,350X560,250X400,4,8,1536
350X400,350X470,350X550,250X400,4,8,1536
350X400,350X460,350X540,250X400,4,8,1536
350X400,350X450,350X530,250X400,4,8,1536
350X400,350X450,350X520,250X400,4,8,1536
350X400,350X450,350X510,250X400,4,8,1536
350X400,350X450,350X500,250X400,4,8,1536
300X600,300X650,300X700,250X350,4,7,1344
300X590,300X640,300X690,250X350,4,7,1344
300X580,300X630,300X680,250X350,4,7,1344
300X570,300X620,300X670,250X350,4,7,1344
300X560,300X610,300X660,250X350,4,7,1344
300X550,300X600,300X650,250X350,4,7,1344
300X540,300X590,300X640,250X350,4,7,1344
300X530,300X580,300X630,250X350,4,7,1344
300X520,300X570,300X620,250X350,4,7,1344
300X510,300X560,300X610,250X350,4,7,1344
300X500,300X550,300X600,250X350,4,7,1344
350X380,350X450,350X500,250X400,4,6,1152
350X400,350X450,350X500,250X400,4,5,960
350X390,350X440,350X490,250X400,4,5,960
350X380,350X430,350X480,250X400,4,5,960
350X370,350X420,350X470,250X400,4,5,960
350X360,350X410,350X460,250X400,4,5,960
350X350,350X400,350X450,250X400,4,5,960
350X350,350X390,350X440,250X400,4,5,960
350X350,350X380,350X430,250X400,4,5,960
350X350,350X370,350X420,250X400,4,5,960
350X350,350X360,350X410,250X400,4,5,960
350X350,350X350,350X400,250X400,4,5,960
350X350,350X350,350X390,250X400,4,5,960
350X350,350X350,350X380,250X400,4,5,960
350X350,350X350,350X370,250X400,4,5,960
350X350,350X350,350X360,250X400,4,5,960
350X350,350X350,350X350,250X400,4,5,960
300x350,300x400,300x450,250x350,4,3,576
300x320,300x400,300x450,250x350,4,3,576
300x320,300x350,300x450,250x350,4,3,576
300x320,300x350,300x400,250x350,4,3,576
300x320,300x350,300x350,250x350,4,3,576
300x340,300x390,300x440,250x350,4,3,576
300x330,300x380,300x430,250x350,4,3,576
300x320,300x370,300x420,250x350,4,3,576
300x320,300x360,300x410,250x350,4,3,576
300x320,300x350,300x400,250x350,4,3,576
300x320,300x350,300x390,250x350,4,3,576
300x320,300x350,300x380,250x350,4,3,576
300x320,300x350,300x370,250x350,4,3,576
300x320,300x350,300x360,250x350,4,3,576
300x350,300x400,300x450,250x350,4,2,384
300X340,300X390,300X440,250X350,4,2,384
300X330,300X380,300X430,250X350,4,2,384
300X320,300X370,300X420,250X350,4,2,384
300X320,300X360,300X410,250x350,4,2,384
300X320,300X350,300X400,250X350,4,2,384
300x320,300x350,300X390,250X350,4,2,384
300X320,300X350,300X380,250x350,4,2,384
300X320,300X350,300X370,250X350,4,2,384
300X320,300X350,300X360,250X350,4,2,384
300x320,300X350,300X350,250X350,4,2,384
380X650 ,380X700,380X750,250X450,5,9,2700
380X620,380X720,380X750,250X450,5,9,2700
380x640,380x720,380x750,250x450,5,9,2700
380x630,380x720,380x750,250x450,5,9,2700
380X650 ,380X700,380X750,250X450,5,8,2400
380X640,380X690,380X740,250X450,5,8,2400
380X630,380X680,380X730,250X450,5,8,2400
380X620,380X670,380X720,250X450,5,8,2400
380X610,380X660,380X710,250X450,5,8,2400
380X600,380X650,380X700,250X450,5,8,2400
380X590,380X640,380X690,250X450,5,8,2400
380X580,380X630,380X680,250X450,5,8,2400
380X580,380X620,380X680,250X450,5,8,2400
380X650 ,380X700,380X750,250X450,5,7,2100
380X640,380X690,380X740,250X450,5,7,2100
380X630,380X680,380X730,250X450,5,7,2100
380X620,380X670,380X720,250X450,5,7,2100
380X610,380X660,380X710,250X450,5,7,2100
380X600,380X650,380X700,250X450,5,7,2100
380X590,380X640,380X690,250X450,5,7,2100
380X580,380X630,380X680,250X450,5,7,2100
380X570,380X620,380X670,250X450,5,7,2100
380X560,380X610,380X660,250X450,5,7,2100
380X550,380X600,380X650,250X450,5,7,2100
380X540,380X590,380X640,250X450,5,7,2100
380X530,380X580,380X630,250X450,5,7,2100
380X520,380X570,380X620,250X450,5,7,2100
300X450,300X500,300X550,250X400,5,6,1800
300X400,300X500,300X550,250X400,5,6,1800
300x440,300x500,300x550,250X400,5,6,1800
300x430,300x500,300x550,250X400,5,6,1800
300x420,300x500,300x550,250X400,5,6,1800
300x410,300x500,300x550,250X400,5,6,1800
350X450,350X500,350X550,250X450,5,5,1500
350X440,350X490,350X540,250X450,5,5,1500
350X430,350X480,350X530,250X450,5,5,1500
350X420,350X470,350X520,250X450,5,5,1500
350X410,350X460,350X510,250X450,5,5,1500
350X400,350X450,350X500,250X450,5,5,1500
300X450,300X500,300X550,250X450,5,5,1500
350X450,350X500,350X550,250X450,5,4,1200
350X440,350X490,350X540,250X450,5,4,1200
350X430,350X480,350X530,250X450,5,4,1200
350X420,350X470,350X520,250X450,5,4,1200
350X410,350X460,350X510,250X450,5,4,1200
350X400,350X450,350X500,250X450,5,4,1200
350X400,350X450,350X500,250X450,5,3,900
350X390,350X450,350X500,250X450,5,3,900
350X380,350X450,350X500,250X450,5,3,900
350X380,350X440,350X490,250X450,5,3,900
350X380,350X430,350X480,250X450,5,3,900
350X380,350X420,350X480,250X450,5,3,900
350X400,350X450,350X500,250X450,5,2,600
350X400,350X440,350X500,250X450,5,2,600
350X400,350X430,350X500,250X450,5,2,600
350X390,350X440,350X500,250X450,5,2,600
350X380,350X430,350X500,250X450,5,2,600
350X380,350X420,350X500,250X450,5,2,600
350X600,350X650,350X700,250X300,3,9,1296
350X550,350X650,350X700,250X300,3,9,1296
350X500,350X650,350X700,250X300,3,9,1296
350X450,350X650,350X700,250X300,3,9,1296
350X400,350X650,350X700,250X300,3,9,1296
350X400,350X600,350X700,250X300,3,9,1296
350X400,350X600,350X700,250X300,3,9,1296
350x590,350x640,350x700,250x300,3,9,1296
350x580,350x630,350x700,250x300,3,9,1296
350x570,350x620,350x700,250x300,3,9,1296
350x560,350x610,350x700,250x300,3,9,1296
350x550,350x600,350x700,250x300,3,9,1296
350x540,350x600,350x700,250x300,3,9,1296
350x530,350x600,350x700,250x300,3,9,1296
350x520,350x600,350x700,250x300,3,9,1296
350x510,350x600,350x700,250x300,3,9,1296
350x500,350x600,350x700,250x300,3,9,1296
350x490,350x600,350x700,250x300,3,9,1296
350x480,350x600,350x700,250x300,3,9,1296
350x470,350x600,350x700,250x300,3,9,1296
350x460,350x600,350x700,250x300,3,9,1296
350x450,350x600,350x700,250x300,3,9,1296
350x440,350x600,350x700,250x300,3,9,1296
350x430,350x600,350x700,250x300,3,9,1296
350x420,350x600,350x700,250x300,3,9,1296
350x410,350x600,350x700,250x300,3,9,1296
350X400,350X600,350X700,250X300,3,8,1152
350X400,350X590,350X690,250X300,3,8,1152
350X400,350X580,350X680,250X300,3,8,1152
350X400,350X570,350X670,250X300,3,8,1152
350X400,350X560,350X660,250X300,3,8,1152
350X400,350X550,350X650,250X300,3,8,1152
350X400,350X540,350X640,250X300,3,8,1152
350X400,350X530,350X630,250X300,3,8,1152
350X400,350X520,350X620,250X300,3,8,1152
350X400,350X510,350X610,250X300,3,8,1152
350X400,350X500,350X600,250X300,3,8,1152
350X390,350X490,350X590,250X300,3,8,1152
350X380,350X480,350X580,250X300,3,8,1152
350X370,350X470,350X570,250X300,3,8,1152
350X360,350X460,350X560,250X300,3,8,1152
350X350,350X450,350X550,250X300,3,8,1152
350X350,350X440,350X540,250X300,3,8,1152
350X350,350X430,350X530,250X300,3,8,1152
350X350,350X420,350X520,250X300,3,8,1152
350X350,350X410,350X510,250X300,3,8,1152
350X350,350X400,350X500,250X300,3,8,1152
350X350,350X400,350X490,250X300,3,8,1152
350X350,350X400,350X480,250X300,3,8,1152
350X350,350X400,350X470,250X300,3,8,1152
350X350,350X400,350X460,250X300,3,8,1152
350X350,350X400,350X450,250X300,3,8,1152
350X350,350X400,350X440,250X300,3,8,1152
350X350,350X400,350X430,250X300,3,8,1152
350X450,350X600,350X450,250X300,3,6,864
300X350,300X400,300X450,250X300,3,6,864
300X300,300X350,300X450,250X300,3,6,864
300X300,300X350,300X400,250X300,3,6,864
300X300,300X350,300X350,250X300,3,6,864
300x340,300x390,300x440,250x300,3,6,864
300x330,300x380,300x430,250x300,3,6,864
300x320,300x370,300x420,250x300,3,6,864
300x310,300x360,300x410,250x300,3,6,864
300x300,300x350,300x400,250x300,3,6,864
300x300,300x350,300x390,250x300,3,6,864
300x300,300x350,300x380,250x300,3,6,864
300x300,300x350,300x370,250x300,3,6,864
300x300,300x350,300x360,250x300,3,6,864
350X450,350X500,350X550,250X300,3,5,720
350X440,350X490,350X540,250X300,3,5,720
350X430,350X480,350X530,250X300,3,5,720
350X420,350X470,350X520,250X300,3,5,720
350X410,350X460,350X510,250X300,3,5,720
350X400,350X450,350X500,250X300,3,5,720
350X390,350X440,350X490,250X300,3,5,720
350X380,350X430,350X480,250X300,3,5,720
350X370,350X420,350X470,250X300,3,5,720
350X360,350X410,350X460,250X300,3,5,720
350X350,350X400,350X450,250X300,3,5,720
300X450,300X500,300X550,250X300,3,5,720
300X440,300X490,300X540,250X300,3,5,720
300X430,300X480,300X530,250X300,3,5,720
300X420,300X470,300X520,250X300,3,5,720
300X410,300X460,300X510,250X300,3,5,720
300X400,300X450,300X400,250X300,3,5,720
300X390,300X440,300X490,250X300,3,5,720
300X380,300X430,300X480,250X300,3,5,720
300X370,300X420,300X470,250X300,3,5,720
300X360,300X410,300X460,250X300,3,5,720
300X350,300X400,300X450,250X300,3,5,720
300X340,300X390,300X440,250X300,3,5,720
300X330,300X380,300X430,250X300,3,5,720
300X320,300X370,300X420,250X300,3,5,720
300X310,300X360,300X410,250X300,3,5,720
300X300,300X350,300X400,250X300,3,5,720
300X300,300X340,300X390,250X300,3,5,720
300X300,300X330,300X380,250X300,3,5,720
300X300,300X320,300X370,250X300,3,5,720
300X300,300X310,300X360,250X300,3,5,720
300X300,300X300,300X350,250X300,3,5,720
300X300,300X300,300X340,250X300,3,5,720
300X300,300X300,300X330,250X300,3,5,720
300X300,300X300,300X320,250X300,3,5,720
300X300,300X300,300X310,250X300,3,5,720
300X300,300X300,300X300,250X300,3,5,720
300x350,300x400,300x450,250x250,3,3,432
300X320,300x400,300X450,250X250,3,3,432
300X300,300X400,300x450,250X250,3,3,432
300X300,300X350,300X450,250x250,3,3,432
300X300,300x300,300x450,250x250,3,3,432
300x300,300x300,300x400,250x250,3,3,432
300X300,300X300,300X350,250X250,3,3,432
300x300,300x300,300x300,250x250,3,3,432
300x340,300x390,300x440,250x250,3,3,432
300x330,300x380,300x430,250x250,3,3,432
300x320,300x370,300x420,250x250,3,3,432
300x310,300x360,300x410,250x250,3,3,432
300x300,300x350,300x400,250x250,3,3,432
300x300,300x340,300x390,250x250,3,3,432
300x300,300x330,300x380,250x250,3,3,432
300x300,300x320,300x370,250x250,3,3,432
300x300,300x310,300x360,250x250,3,3,432
300x300,300x300,300x350,250x250,3,3,432
300x300,300x300,300x340,250x250,3,3,432
300x300,300x300,300x330,250x250,3,3,432
300x300,300x300,300x320,250x250,3,3,432
300x300,300x300,300x310,250x250,3,3,432
300x350,300x400,300x450,250x250,3,2,288
300X340,300X390,300X440,250x250,3,2,288
300X330,300X380,300X430,250x250,3,2,288
300X320,300X370,300X420,250x250,3,2,288
300X310,300X360,300X410,250X250,3,2,288
300X300,300X350,300X400,250x250,3,2,288
300X300,300X340,300X390,250x250,3,2,288
300X300,300X330,300X380,250x250,3,2,288
300X300,300X320,300X370,250x250,3,2,288
300X300,300X310,300X360,250X250,3,2,288
300X300,300X300,300X350,250X250,3,2,288
300X300,300X300,300X340,250x250,3,2,288
300X300,300X300,300X330,250x250,3,2,288
300X300,300X300,300X320,250x250,3,2,288
300X300,300X300,300X310,250x250,3,2,288
300X300,300X300,300X300,250X250,3,2,288
300X600,300X650,300X700,250X400,4,9,1728
300X550,300X650,300X720,250X400,4,9,1728
350X550,350X600,350X650,250X400,4,9,1728
350X500,350X600,350X650,250X400,4,9,1728
350X450,350X600,350X650,250X400,4,9,1728
350X400,350X600,350X650,250X400,4,9,1728
350X400,350X550,350X650,250X400,4,9,1728
350x540,350x640,350x690,250x400,4,9,1728
350x530,350x630,350x680,250x400,4,9,1728
350x520,350x620,350x670,250x400,4,9,1728
350x510,350x610,350x660,250x400,4,9,1728
350x500,350x600,350x650,250x400,4,9,1728
350x490,350x590,350X650,250x400,4,9,1728
350x480,350x580,350x650,250x400,4,9,1728
350x470,350x570,350x650,250x400,4,9,1728
350x460,350x560,350x650,250x400,4,9,1728
350x450,350x550,350x650,250x400,4,9,1728
350x440,350x550,350x650,250x400,4,9,1728
350x430,350x550,350x650,250x400,4,9,1728
350x420,350x550,350x650,250x400,4,9,1728
350x410,350x550,350x650,250x400,4,9,1728
300X600,300X650,300X700,250X400,4,8,1536
300X590,300X640,300X690,250X400,4,8,1536
300X580,300X630,300X680,250X400,4,8,1536
300X570,300X620,300X670,250X400,4,8,1536
300X560,300X610,300X660,250X400,4,8,1536
300X550,300X600,300X650,250X400,4,8,1536
300X540,300X600,300X640,250X400,4,8,1536
300X530,300X600,300X630,250X400,4,8,1536
300X520,300X600,300X620,250X400,4,8,1536
300X510,300X600,300X620,250X400,4,8,1536
300X500,300X600,300X620,250X400,4,8,1536
350X400,350X550,350X650,250X400,4,8,1536
350X400,350X540,350X640,250X400,4,8,1536
350X400,350X550,350X630,250X400,4,8,1536
350X400,350X540,350X620,250X400,4,8,1536
350X400,350X530,350X610,250X400,4,8,1536
350X400,350X520,350X600,250X400,4,8,1536
350X400,350X510,350X590,250X400,4,8,1536
350X400,350X500,350X580,250X400,4,8,1536
350X400,350X490,350X570,250X400,4,8,1536
350X400,350X480,350X560,250X400,4,8,1536
350X400,350X470,350X550,250X400,4,8,1536
350X400,350X460,350X540,250X400,4,8,1536
350X400,350X450,350X530,250X400,4,8,1536
350X400,350X450,350X520,250X400,4,8,1536
350X400,350X450,350X510,250X400,4,8,1536
350X400,350X450,350X500,250X400,4,8,1536
300X600,300X650,300X700,250X350,4,7,1344
300X590,300X640,300X690,250X350,4,7,1344
300X580,300X630,300X680,250X350,4,7,1344
300X570,300X620,300X670,250X350,4,7,1344
300X560,300X610,300X660,250X350,4,7,1344
300X550,300X600,300X650,250X350,4,7,1344
300X540,300X590,300X640,250X350,4,7,1344
300X530,300X580,300X630,250X350,4,7,1344
300X520,300X570,300X620,250X350,4,7,1344
300X510,300X560,300X610,250X350,4,7,1344
300X500,300X550,300X600,250X350,4,7,1344
350X380,350X450,350X500,250X400,4,6,1152
350X400,350X450,350X500,250X400,4,5,960
350X390,350X440,350X490,250X400,4,5,960
350X380,350X430,350X480,250X400,4,5,960
350X370,350X420,350X470,250X400,4,5,960
350X360,350X410,350X460,250X400,4,5,960
350X350,350X400,350X450,250X400,4,5,960
350X350,350X390,350X440,250X400,4,5,960
350X350,350X380,350X430,250X400,4,5,960
350X350,350X370,350X420,250X400,4,5,960
350X350,350X360,350X410,250X400,4,5,960
350X350,350X350,350X400,250X400,4,5,960
350X350,350X350,350X390,250X400,4,5,960
350X350,350X350,350X380,250X400,4,5,960
350X350,350X350,350X370,250X400,4,5,960
350X350,350X350,350X360,250X400,4,5,960
350X350,350X350,350X350,250X400,4,5,960
300x350,300x400,300x450,250x350,4,3,576
300x320,300x400,300x450,250x350,4,3,576
300x320,300x350,300x450,250x350,4,3,576
300x320,300x350,300x400,250x350,4,3,576
300x320,300x350,300x350,250x350,4,3,576
300x340,300x390,300x440,250x350,4,3,576
300x330,300x380,300x430,250x350,4,3,576
300x320,300x370,300x420,250x350,4,3,576
300x320,300x360,300x410,250x350,4,3,576
300x320,300x350,300x400,250x350,4,3,576
300x320,300x350,300x390,250x350,4,3,576
300x320,300x350,300x380,250x350,4,3,576
300x320,300x350,300x370,250x350,4,3,576
300x320,300x350,300x360,250x350,4,3,576
300x350,300x400,300x450,250x350,4,2,384
300X340,300X390,300X440,250X350,4,2,384
300X330,300X380,300X430,250X350,4,2,384
300X320,300X370,300X420,250X350,4,2,384
300X320,300X360,300X410,250x350,4,2,384
300X320,300X350,300X400,250X350,4,2,384
300x320,300x350,300X390,250X350,4,2,384
300X320,300X350,300X380,250x350,4,2,384
300X320,300X350,300X370,250X350,4,2,384
300X320,300X350,300X360,250X350,4,2,384
300x320,300X350,300X350,250X350,4,2,384
380X650 ,380X700,380X750,250X450,5,9,2700
380X620,380X720,380X750,250X450,5,9,2700
380x640,380x720,380x750,250x450,5,9,2700
380x630,380x720,380x750,250x450,5,9,2700
380X650 ,380X700,380X750,250X450,5,8,2400
380X640,380X690,380X740,250X450,5,8,2400
380X630,380X680,380X730,250X450,5,8,2400
380X620,380X670,380X720,250X450,5,8,2400
380X610,380X660,380X710,250X450,5,8,2400
380X600,380X650,380X700,250X450,5,8,2400
380X590,380X640,380X690,250X450,5,8,2400
380X580,380X630,380X680,250X450,5,8,2400
380X580,380X620,380X680,250X450,5,8,2400
380X650 ,380X700,380X750,250X450,5,7,2100
380X640,380X690,380X740,250X450,5,7,2100
380X630,380X680,380X730,250X450,5,7,2100
380X620,380X670,380X720,250X450,5,7,2100
380X610,380X660,380X710,250X450,5,7,2100
380X600,380X650,380X700,250X450,5,7,2100
380X590,380X640,380X690,250X450,5,7,2100
380X580,380X630,380X680,250X450,5,7,2100
380X570,380X620,380X670,250X450,5,7,2100
380X560,380X610,380X660,250X450,5,7,2100
380X550,380X600,380X650,250X450,5,7,2100
380X540,380X590,380X640,250X450,5,7,2100
380X530,380X580,380X630,250X450,5,7,2100
380X520,380X570,380X620,250X450,5,7,2100
300X450,300X500,300X550,250X400,5,6,1800
300X400,300X500,300X550,250X400,5,6,1800
300x440,300x500,300x550,250X400,5,6,1800
300x430,300x500,300x550,250X400,5,6,1800
300x420,300x500,300x550,250X400,5,6,1800
300x410,300x500,300x550,250X400,5,6,1800
350X450,350X500,350X550,250X450,5,5,1500
350X440,350X490,350X540,250X450,5,5,1500
350X430,350X480,350X530,250X450,5,5,1500
350X420,350X470,350X520,250X450,5,5,1500
350X410,350X460,350X510,250X450,5,5,1500
350X400,350X450,350X500,250X450,5,5,1500
300X450,300X500,300X550,250X450,5,5,1500
350X450,350X500,350X550,250X450,5,4,1200
350X440,350X490,350X540,250X450,5,4,1200
350X430,350X480,350X530,250X450,5,4,1200
350X420,350X470,350X520,250X450,5,4,1200
350X410,350X460,350X510,250X450,5,4,1200
350X400,350X450,350X500,250X450,5,4,1200
350X400,350X450,350X500,250X450,5,3,900
350X390,350X450,350X500,250X450,5,3,900
350X380,350X450,350X500,250X450,5,3,900
350X380,350X440,350X490,250X450,5,3,900
350X380,350X430,350X480,250X450,5,3,900
350X380,350X420,350X480,250X450,5,3,900
350X400,350X450,350X500,250X450,5,2,600
350X400,350X440,350X500,250X450,5,2,600
350X400,350X430,350X500,250X450,5,2,600
350X390,350X440,350X500,250X450,5,2,600
350X380,350X430,350X500,250X450,5,2,600
350X380,350X420,350X500,250X450,5,2,600
350X600,350X650,350X700,250X300,3,9,1296
350X550,350X650,350X700,250X300,3,9,1296
350X500,350X650,350X700,250X300,3,9,1296
350X450,350X650,350X700,250X300,3,9,1296
350X400,350X650,350X700,250X300,3,9,1296
350X400,350X600,350X700,250X300,3,9,1296
350X400,350X600,350X700,250X300,3,9,1296
350x590,350x640,350x700,250x300,3,9,1296
350x580,350x630,350x700,250x300,3,9,1296
350x570,350x620,350x700,250x300,3,9,1296
