Corner column(o/p),Outer column(o/p),Inner Column(o/p),Beam(o/p),Span(i/p),Storey(i/p),Area(sqm)(i/p)
350x440,350x590,350x640,250x300,3,7,1197
350x430,350x580,350x630,250x300,3,7,1197
350x420,350x570,350x620,250x300,3,7,1197
350x410,350x560,350x610,250x300,3,7,1197
350x400,350x550,350x600,250x300,3,7,1197
350x390,350x540,350x590,250x300,3,7,1197
350x380,350x530,350x580,250x300,3,7,1197
350x370,350x520,350x570,250x300,3,7,1197
350x360,350x510,350x560,250x300,3,7,1197
350x350,350x500,350x550,250x300,3,7,1197
350x350,350x490,350x540,250x300,3,7,1197
350x350,350x480,350x530,250x300,3,7,1197
350x350,350x470,350x520,250x300,3,7,1197
350x350,350x460,350x510,250x300,3,7,1197
350x350,350x450,350x500,250x300,3,7,1197
350x350,350x440,350x490,250x300,3,7,1197
350x350,350x430,350x480,250x300,3,7,1197
350x350,350x420,350x470,250x300,3,7,1197
350x350,350x410,350x460,250x300,3,7,1197
350x350,350x400,350x450,250x300,3,7,1197
350x350,350x390,350x440,250x300,3,7,1197
350x350,350x380,350x430,250x300,3,7,1197
350x350,350x370,350x420,250x300,3,7,1197
350x350,350x360,350x410,250x300,3,7,1197
350x350,350x350,350x400,250x300,3,7,1197
350x350,350x350,350x390,250x300,3,7,1197
350x350,350x350,350x380,250x300,3,7,1197
350x350,350x350,350x370,250x300,3,7,1197
350x350,350x350,350x360,250x300,3,7,1197
350x750,350x800,350x850,250x450,5,7,2100
350x740,350x800,350x850,250x450,5,7,2100
350x730,350x800,350x850,250x450,5,7,2100
350x720,350x800,350x850,250x450,5,7,2100
350x710,350x800,350x850,250x450,5,7,2100
350x700,350x800,350x850,250x450,5,7,2100
350x690,350x800,350x850,250x450,5,7,2100
350x680,350x800,350x850,250x450,5,7,2100
350x670,350x800,350x850,250x450,5,7,2100
350x660,350x800,350x850,250x450,5,7,2100
350x650,350x800,350x850,250x450,5,7,2100
350x640,350x800,350x850,250x450,5,7,2100
350x630,350x800,350x850,250x450,5,7,2100
350x620,350x800,350x850,250x450,5,7,2100
350x610,350x800,350x850,250x450,5,7,2100
350x600,350x800,350x850,250x450,5,7,2100
350x600,350x790,350x850,250x450,5,7,2100
350x600,350x780,350x850,250x450,5,7,2100
350x600,350x770,350x850,250x450,5,7,2100
350x600,350x760,350x850,250x450,5,7,2100
350x600,350x750,350x850,250x450,5,7,2100
350x600,350x740,350x850,250x450,5,7,2100
350x600,350x730,350x850,250x450,5,7,2100
350x600,350x720,350x850,250x450,5,7,2100
350x600,350x710,350x850,250x450,5,7,2100
350x600,350x700,350x850,250x450,5,7,2100
350x600,350x690,350x850,250x450,5,7,2100
350x600,350x680,350x850,250x450,5,7,2100
350x600,350x670,350x850,250x450,5,7,2100
350x600,350x660,350x850,250x450,5,7,2100
350x600,350x650,350x850,250x450,5,7,2100
350x600,350x650,350x840,250x450,5,7,2100
350x600,350x650,350x830,250x450,5,7,2100
350x600,350x650,350x820,250x450,5,7,2100
350x600,350x650,350x810,250x450,5,7,2100
350x600,350x650,350x800,250x450,5,7,2100
350x600,350x650,350x790,250x450,5,7,2100
350x600,350x650,350x780,250x450,5,7,2100
350x600,350x650,350x770,250x450,5,7,2100
350x600,350x650,350x760,250x450,5,7,2100
350x600,350x650,350x750,250x450,5,7,2100
350x600,350x650,350x740,250x450,5,7,2100
350x600,350x650,350x730,250x450,5,7,2100
350x600,350x650,350x720,250x450,5,7,2100
350x600,350x650,350x710,250x450,5,7,2100
350x600,350x650,350x700,250x450,5,7,2100
350X600,350X650,350X700,250X300,3,9,1539
350X590,350X650,350X690,250X300,3,9,1539
350X580,350X650,350X680,250X300,3,9,1539
350X570,350X650,350X680,250X300,3,9,1539
350X560,350X650,350X680,250X300,3,9,1539
350X550,350X650,350X680,250X300,3,9,1539
350X540,350X650,350X680,250X300,3,9,1539
350X530,350X650,350X680,250X300,3,9,1539
350X520,350X650,350X680,250X300,3,9,1539
350X510,350X650,350X680,250X300,3,9,1539
350X500,350X650,350X680,250X300,3,9,1539
350X490,350X650,350X680,250X300,3,9,1539
350X480,350X650,350X680,250X300,3,9,1539
350X470,350X650,350X680,250X300,3,9,1539
350X460,350X650,350X680,250X300,3,9,1539
350X450,350X650,350X680,250X300,3,9,1539
350X700,350X730,350X750,250X350,4,9,1728
350X750,350X750,350X780,250X450,5,9,2700
350X450,350X650,350X680,250X300,3,8,1368
350X440,350X640,350X670,250X300,3,8,1368
350X430,350X630,350X660,250X300,3,8,1368
350X420,350X620,350X650,250X300,3,8,1368
350X410,350X610,350X640,250X300,3,8,1368
350X400,350X600,350X630,250X300,3,8,1368
350X390,350X590,350X620,250X300,3,8,1368
350X380,350X580,350X610,250X300,3,8,1368
350X370,350X570,350X600,250X300,3,8,1368
350X360,350X560,350X590,250X300,3,8,1368
350X350,350X550,350X580,250X300,3,8,1368
350X350,350X540,350X580,250X300,3,8,1386
350X350,350X530,350X580,250X300,3,8,1386
350X350,350X520,350X580,250X300,3,8,1386
350X350,350X510,350X580,250X300,3,8,1386
350X350,350X500,350X580,250X300,3,8,1386
350X700,350X730,350X750,250X350,4,8,1536
350X690,350X720,350X740,250X350,4,8,1536
350X680,350X710,350X730,250X350,4,8,1536
350X670,350X700,350X720,250X350,4,8,1536
350X660,350X690,350X710,250X350,4,8,1536
350X650,350X680,350X700,250X350,4,8,1536
350X640,350X670,350X700,250X350,4,8,1536
350X630,350X660,350X700,250X350,4,8,1536
350X620,350X650,350X700,250X350,4,8,1536
350X750,350X750,350x800,250X450,5,8,2400
350x650,350x650,350x700,250x450,5,8,2400
350x740,350x740,350x790,250x450,5,8,2400
350x730,350x730,350x780,250x450,5,8,2400
350x720,350x720,350x770,250x450,5,8,2400
350x710,350x710,350x760,250x450,5,8,2400
350x700,350x700,350x750,250x450,5,8,2400
350x690,350x690,350x740,250x450,5,8,2400
350x680,350x680,350x730,250x450,5,8,2400
350x670,350x670,350x720,250x450,5,8,2400
350x660,350x660,350x710,250x450,5,8,2400
350x650,350x650,350x700,250x450,5,8,2400
350x650,350x650,350x690,250x450,5,8,2400
350x650,350x650,350x680,250x450,5,8,2400
350x650,350x650,350x670,250x450,5,8,2400
350x650,350x650,350x660,250x450,5,8,2400
300X350,300X400,300X450,250X300,3,6,1026
300X340,300X390,300X440,250X300,3,6,1026
300x330,300x380,300x430,250x300,3,6,1026
300x320,300x370,300x420,250X300,3,6,1026
300x310,300x360,300x410,250X300,3,6,1026
300x300,300x350,300x400,250X300,3,6,1026
300x300,300x350,300x390,250X300,3,6,1026
300x300,300x350,300x380,250X300,3,6,1026
300x300,300x350,300x370,250X300,3,6,1026
300x300,300x350,300x360,250X300,3,6,1026
300x300,300x350,300x350,250x300,3,6,1026
300X450,300X500,300X550,250X350,4,6,1152
300X440,300X490,300X540,250X350,4,6,1152
300X430,300X480,300X530,250X350,4,6,1152
300X420,300X470,300X520,250X350,4,6,1152
300X410,300X460,300X510,250X350,4,6,1152
300X400,300X450,300X500,250X350,4,6,1152
300X400,300X450,300X490,250X350,4,6,1152
300X400,300X450,300X480,250X350,4,6,1152
300X400,300X450,300X470,250X350,4,6,1152
300X400,300X450,300X460,250X350,4,6,1152
300X400,300X450,300X450,250X350,4,6,1152
350X500,350X500,350X600,250X450,5,6,1539
300x300,300x350,300x400,250X300,3,5,855
300X300,300X340,300X390,250X300,3,5,855
300X300,300X330,300X380,250X300,3,5,855
300X300,300X320,300X370,250X300,3,5,855
300X300,300X310,300X360,250X300,3,5,855
300X300,300X300,300X350,250X300,3,5,855
300X300,300X300,300X340,250X300,3,5,855
300X300,300X300,300X330,250X300,3,5,855
300X300,300X300,300X320,250X300,3,5,855
300X300,300X300,300X310,250X300,3,5,855
300X300,300X300,300X300,250X300,3,5,855
300X400,300X450,300X500,250X350,4,5,960
300X390,300X440,300X490,250X350,4,5,960
300X380,300X430,300X480,250X350,4,5,960
300X370,300X420,300X470,250X350,4,5,960
300X360,300X410,300X460,250X350,4,5,960
300X350,300X400,300X450,250X350,4,5,960
350X500,350X500,350x650,250X450,5,5,1500
350x450,350x500,350x500,250x450,5,5,1500
350x490,350x500,350x640,250X450,5,5,1500
350x480,350x500,350x630,250X450,5,5,1500
350x470,350x500,350x620,250X450,5,5,1500
350x460,350x500,350x610,250X450,5,5,1500
350x450,350x500,350x600,250X450,5,5,1500
350x450,350x500,350x590,250X450,5,5,1500
350x450,350x500,350x580,250X450,5,5,1500
350x450,350x500,350x570,250X450,5,5,1500
350x450,350x500,350x560,250X450,5,5,1500
350x450,350x500,350x550,250X450,5,5,1500
350x450,350x500,350x540,250X450,5,5,1500
350x450,350x500,350x530,250X450,5,5,1500
350x450,350x500,350x520,250X450,5,5,1500
350x450,350x500,350x510,250X450,5,5,1500
350x450,350x500,350x500,250X450,5,5,1500
300x350,300x400,300x450,250x250,3,3,513
300x340,300x390,300x440,250x250,3,3,513
300x330,300X380,300x430,250x250,3,3,513
300x320,300x370,300x420,250x250,3,3,513
300x310,300x360,300x410,250x250,3,3,513
300x300,300x350,300x400,250x250,3,3,513
300x300,300x340,300x390,250x250,3,3,513
300x300,300x330,300x380,250x250,3,3,513
300x300,300x320,300x370,250x250,3,3,513
300x300,300x310,300x360,250x250,3,3,513
300x300,300x300,300x350,250x250,3,3,513
300x300,300x300,300x360,250x250,3,3,513
300x300,300x300,300x350,250x250,3,3,513
300x300,300x300,300x340,250x250,3,3,513
300x300,300x300,300x330,250x250,3,3,513
300x300,300x300,300x320,250x250,3,3,513
300x300,300x300,300x310,250x250,3,3,513
300x300,300x300,300x300,250x250,3,3,513
300x350,300x400,300x450,250x350,4,3,576
300x350,300x390,300x440,250x350,4,3,576
300x350,300x380,300x430,250x350,4,3,576
300x350,300x370,300x420,250x350,4,3,576
300x350,300x360,300x410,250x350,4,3,576
300x350,300x350,300x400,250x350,4,3,576
300x350,300x350,300x390,250x350,4,3,576
300x350,300x350,300x380,250x350,4,3,576
300x350,300x350,300x370,250x350,4,3,576
300x350,300x350,300x360,250x350,4,3,576
300x350,300x350,300x350,250x350,4,3,576
300x600,300x650,300x650,250x450,5,3,900
300x300,300x350,300x400,250x250,3,2,342
300X300,300X340,300X390,250X250,3,2,342
300X300,300X330,300X380,250x250,3,2,342
300X300,300X320,300X370,250x250,3,2,342
300X300,300X310,300X360,250X250,3,2,342
300X300,300X300,300X350,250X250,3,2,342
300X300,300X300,300X340,250X250,3,2,342
300X300,300X300,300X330,250X250,3,2,342
300X300,300X300,300X320,250X250,3,2,342
300X300,300X300,300X310,250X250,3,2,342
300X300,300X300,300X300,250X250,3,2,342
300x350,300x400,300x450,250x350,4,2,384
300x350,300X390,300X440,250X350,4,2,384
300x350,300X380,300X430,250X350,4,2,384
300x350,300X370,300X420,250x350,4,2,384
300x350,300X360,300X410,250X350,4,2,384
300x350,300X350,300X400,250X350,4,2,384
300x350,300X350,300X390,250x350,4,2,384
300x350,300X350,300X380,250X350,4,2,384
300x350,300X350,300X370,250X350,4,2,384
300x350,300X350,300X360,250x350,4,2,384
300x350,300X350,300X350,250X350,4,2,384
300X340,300X340,300X340,250X350,4,2,384
300X330,300X330,300X330,250x350,4,2,384
300X320,300X320,300X320,250X350,4,2,384
300X310,300X310,300X310,250X350,4,2,384
300X300,300X300,300X300,250x350,4,2,384
300x300,300x350,300x450,250x300,3,4,684
300x300,300x350,300x450,250x300,3,4,684
300X300,300X340,300x450,250x300,3,4,684
300X300,300X330,300x450,250x300,3,4,684
300X300,300X320,300x450,250x300,3,4,684
300X300,300X310,300x450,250x300,3,4,684
300X300,300x300,300x450,250x300,3,4,684
300X300,300X300,300x400,250x300,3,4,684
300X300,300X300,300X390,250x300,3,4,684
300X300,300X300,300X380,250x300,3,4,684
300X300,300X300,300X370,250x300,3,4,684
300X300,300X300,300X360,250x300,3,4,684
300X300,300X300,300X350,250x300,3,4,684
300X300,300X300,300X340,250x300,3,4,684
300X300,300X300,300X330,250x300,3,4,684
300X300,300X300,300X320,250x300,3,4,684
300X300,300X300,300X310,350X300,3,4,684
300x350,300x400,300x450,250x350,4,4,768
300x350,300x390,300x450,250x350,4,4,768
300x350,300x380,300x450,250x350,4,4,768
300x350,300x370,300x450,250x350,4,4,768
300x350,300x360,300x450,250x350,4,4,768
300x350,300x350,300x450,250x350,4,4,768
300x350,300x350,300x440,250x350,4,4,768
300x350,300x350,300x430,250x350,4,4,768
300x350,300x350,300x420,250x350,4,4,768
300x350,300x350,300x410,250x350,4,4,768
300x350,300x350,300x400,250x350,4,4,768
300x500,300x500,300x550,250x450,5,4,1200
300x490,300x500,300x550,250x450,5,4,1200
300x480,300x500,300x550,250x450,5,4,1200
300x470,300x500,300x550,250x450,5,4,1200
300x460,300x500,300x550,250x450,5,4,1200
300x450,300x500,300x550,250x450,5,4,1200
300x450,300x490,300x550,250x450,5,4,1200
300x450,300x480,300x550,250x450,5,4,1200
300x450,300x470,300x550,250x450,5,4,1200
300x450,300x460,300x550,250x450,5,4,1200
300x450,300x450,300x550,250x450,5,4,1200
300x450,300x450,300x540,250x450,5,4,1200
300x450,300x450,300x530,250x450,5,4,1200
300x450,300x450,300x520,250x450,5,4,1200
300x450,300x450,300x510,250x450,5,4,1200
300x450,300x450,300x500,250X450,5,4,1200
350x550,350x600,350x650,250x350,4,7,1344
350x540,350x590,350x640,250x350,4,7,1344
350x530,350x580,350x630,250x350,4,7,1344
350x520,350x570,350x620,250x350,4,7,1344
350x510,350x560,350x610,250x350,4,7,1344
350x500,350x550,350x600,250x350,4,7,1344
350x560,350x610,350x660,250x350,4,7,1344
350x570,350x620,350x670,250x350,4,7,1344
350x580,350x630,350x680,250x350,4,7,1344
350x590,350x640,350x690,250x350,4,7,1344
350x600,350x650,350x700,250x350,4,7,1344
350x550,350x700,350x750,250x300,3,7,1197
350x350,350x350,350x350,250x300,3,7,1197
350x540,350x690,350x740,250x300,3,7,1197
350x530,350x680,350x730,250x300,3,7,1197
350x520,350x670,350x720,250x300,3,7,1197
359x510,350x660,359x710,250x300,3,7,1197
350x500,350x650,350x700,250x300,3,7,1197
350x490,350x640,350x690,250x300,3,7,1197
350x480,350x630,350x680,250x300,3,7,1197
350x470,350x620,350x670,250x300,3,7,1197
350x460,350x610,350x660,250x300,3,7,1197
350x450,350x600,350x650,250x300,3,7,1197
350x440,350x590,350x640,250x300,3,7,1197
350x430,350x580,350x630,250x300,3,7,1197
350x420,350x570,350x620,250x300,3,7,1197
350x410,350x560,350x610,250x300,3,7,1197
350x400,350x550,350x600,250x300,3,7,1197
350x390,350x540,350x590,250x300,3,7,1197
350x380,350x530,350x580,250x300,3,7,1197
350x370,350x520,350x570,250x300,3,7,1197
350x360,350x510,350x560,250x300,3,7,1197
350x350,350x500,350x550,250x300,3,7,1197
350x350,350x490,350x540,250x300,3,7,1197
350x350,350x480,350x530,250x300,3,7,1197
350x350,350x470,350x520,250x300,3,7,1197
350x350,350x460,350x510,250x300,3,7,1197
350x350,350x450,350x500,250x300,3,7,1197
350x350,350x440,350x490,250x300,3,7,1197
350x350,350x430,350x480,250x300,3,7,1197
350x350,350x420,350x470,250x300,3,7,1197
350x350,350x410,350x460,250x300,3,7,1197
350x350,350x400,350x450,250x300,3,7,1197
350x350,350x390,350x440,250x300,3,7,1197
350x350,350x380,350x430,250x300,3,7,1197
350x350,350x370,350x420,250x300,3,7,1197
350x350,350x360,350x410,250x300,3,7,1197
350x350,350x350,350x400,250x300,3,7,1197
350x350,350x350,350x390,250x300,3,7,1197
350x350,350x350,350x380,250x300,3,7,1197
350x350,350x350,350x370,250x300,3,7,1197
350x350,350x350,350x360,250x300,3,7,1197
350x750,350x800,350x850,250x450,5,7,2100
350x740,350x800,350x850,250x450,5,7,2100
350x730,350x800,350x850,250x450,5,7,2100
350x720,350x800,350x850,250x450,5,7,2100
350x710,350x800,350x850,250x450,5,7,2100
350x700,350x800,350x850,250x450,5,7,2100
350x690,350x800,350x850,250x450,5,7,2100
350x680,350x800,350x850,250x450,5,7,2100
350x670,350x800,350x850,250x450,5,7,2100
350x660,350x800,350x850,250x450,5,7,2100
350x650,350x800,350x850,250x450,5,7,2100
350x640,350x800,350x850,250x450,5,7,2100
350x630,350x800,350x850,250x450,5,7,2100
350x620,350x800,350x850,250x450,5,7,2100
350x610,350x800,350x850,250x450,5,7,2100
350x600,350x800,350x850,250x450,5,7,2100
350x600,350x790,350x850,250x450,5,7,2100
350x600,350x780,350x850,250x450,5,7,2100
350x600,350x770,350x850,250x450,5,7,2100
350x600,350x760,350x850,250x450,5,7,2100
350x600,350x750,350x850,250x450,5,7,2100
350x600,350x740,350x850,250x450,5,7,2100
350x600,350x730,350x850,250x450,5,7,2100
350x600,350x720,350x850,250x450,5,7,2100
350x600,350x710,350x850,250x450,5,7,2100
350x600,350x700,350x850,250x450,5,7,2100
350x600,350x690,350x850,250x450,5,7,2100
350x600,350x680,350x850,250x450,5,7,2100
350x600,350x670,350x850,250x450,5,7,2100
350x600,350x660,350x850,250x450,5,7,2100
350x600,350x650,350x850,250x450,5,7,2100
350x600,350x650,350x840,250x450,5,7,2100
350x600,350x650,350x830,250x450,5,7,2100
350x600,350x650,350x820,250x450,5,7,2100
350x600,350x650,350x810,250x450,5,7,2100
350x600,350x650,350x800,250x450,5,7,2100
350x600,350x650,350x790,250x450,5,7,2100
350x600,350x650,350x780,250x450,5,7,2100
350x600,350x650,350x770,250x450,5,7,2100
350x600,350x650,350x760,250x450,5,7,2100
350x600,350x650,350x750,250x450,5,7,2100
350x600,350x650,350x740,250x450,5,7,2100
350x600,350x650,350x730,250x450,5,7,2100
350x600,350x650,350x720,250x450,5,7,2100
350x600,350x650,350x710,250x450,5,7,2100
350x600,350x650,350x700,250x450,5,7,2100
350X600,350X650,350X700,250X300,3,9,1539
350X590,350X650,350X690,250X300,3,9,1539
350X580,350X650,350X680,250X300,3,9,1539
350X570,350X650,350X680,250X300,3,9,1539
350X560,350X650,350X680,250X300,3,9,1539
350X550,350X650,350X680,250X300,3,9,1539
350X540,350X650,350X680,250X300,3,9,1539
350X530,350X650,350X680,250X300,3,9,1539
350X520,350X650,350X680,250X300,3,9,1539
350X510,350X650,350X680,250X300,3,9,1539
350X500,350X650,350X680,250X300,3,9,1539
350X490,350X650,350X680,250X300,3,9,1539
350X480,350X650,350X680,250X300,3,9,1539
350X470,350X650,350X680,250X300,3,9,1539
350X460,350X650,350X680,250X300,3,9,1539
350X450,350X650,350X680,250X300,3,9,1539
350X700,350X730,350X750,250X350,4,9,1728
350X750,350X750,350X780,250X450,5,9,2700
350X450,350X650,350X680,250X300,3,8,1368
350X440,350X640,350X670,250X300,3,8,1368
350X430,350X630,350X660,250X300,3,8,1368
350X420,350X620,350X650,250X300,3,8,1368
350X410,350X610,350X640,250X300,3,8,1368
350X400,350X600,350X630,250X300,3,8,1368
350X390,350X590,350X620,250X300,3,8,1368
350X380,350X580,350X610,250X300,3,8,1368
350X370,350X570,350X600,250X300,3,8,1368
350X360,350X560,350X590,250X300,3,8,1368
350X350,350X550,350X580,250X300,3,8,1368
350X350,350X540,350X580,250X300,3,8,1386
350X350,350X530,350X580,250X300,3,8,1386
350X350,350X520,350X580,250X300,3,8,1386
350X350,350X510,350X580,250X300,3,8,1386
350X350,350X500,350X580,250X300,3,8,1386
350X700,350X730,350X750,250X350,4,8,1536
350X690,350X720,350X740,250X350,4,8,1536
350X680,350X710,350X730,250X350,4,8,1536
350X670,350X700,350X720,250X350,4,8,1536
350X660,350X690,350X710,250X350,4,8,1536
350X650,350X680,350X700,250X350,4,8,1536
350X640,350X670,350X700,250X350,4,8,1536
350X630,350X660,350X700,250X350,4,8,1536
350X620,350X650,350X700,250X350,4,8,1536
350X750,350X750,350x800,250X450,5,8,2400
350x650,350x650,350x700,250x450,5,8,2400
350x740,350x740,350x790,250x450,5,8,2400
350x730,350x730,350x780,250x450,5,8,2400
350x720,350x720,350x770,250x450,5,8,2400
350x710,350x710,350x760,250x450,5,8,2400
350x700,350x700,350x750,250x450,5,8,2400
350x690,350x690,350x740,250x450,5,8,2400
350x680,350x680,350x730,250x450,5,8,2400
350x670,350x670,350x720,250x450,5,8,2400
350x660,350x660,350x710,250x450,5,8,2400
350x650,350x650,350x700,250x450,5,8,2400
350x650,350x650,350x690,250x450,5,8,2400
350x650,350x650,350x680,250x450,5,8,2400
350x650,350x650,350x670,250x450,5,8,2400
350x650,350x650,350x660,250x450,5,8,2400
300X350,300X400,300X450,250X300,3,6,1026
300X340,300X390,300X440,250X300,3,6,1026
300x330,300x380,300x430,250x300,3,6,1026
300x320,300x370,300x420,250X300,3,6,1026
300x310,300x360,300x410,250X300,3,6,1026
300x300,300x350,300x400,250X300,3,6,1026
300x300,300x350,300x390,250X300,3,6,1026
300x300,300x350,300x380,250X300,3,6,1026
300x300,300x350,300x370,250X300,3,6,1026
300x300,300x350,300x360,250X300,3,6,1026
300x300,300x350,300x350,250x300,3,6,1026
300X450,300X500,300X550,250X350,4,6,1152
300X440,300X490,300X540,250X350,4,6,1152
300X430,300X480,300X530,250X350,4,6,1152
300X420,300X470,300X520,250X350,4,6,1152
300X410,300X460,300X510,250X350,4,6,1152
300X400,300X450,300X500,250X350,4,6,1152
300X400,300X450,300X490,250X350,4,6,1152
300X400,300X450,300X480,250X350,4,6,1152
300X400,300X450,300X470,250X350,4,6,1152
300X400,300X450,300X460,250X350,4,6,1152
300X400,300X450,300X450,250X350,4,6,1152
350X500,350X500,350X600,250X450,5,6,1539
300x300,300x350,300x400,250X300,3,5,855
300X300,300X340,300X390,250X300,3,5,855
300X300,300X330,300X380,250X300,3,5,855
300X300,300X320,300X370,250X300,3,5,855
300X300,300X310,300X360,250X300,3,5,855
300X300,300X300,300X350,250X300,3,5,855
300X300,300X300,300X340,250X300,3,5,855
300X300,300X300,300X330,250X300,3,5,855
300X300,300X300,300X320,250X300,3,5,855
300X300,300X300,300X310,250X300,3,5,855
300X300,300X300,300X300,250X300,3,5,855
300X400,300X450,300X500,250X350,4,5,960
300X390,300X440,300X490,250X350,4,5,960
300X380,300X430,300X480,250X350,4,5,960
300X370,300X420,300X470,250X350,4,5,960
300X360,300X410,300X460,250X350,4,5,960
300X350,300X400,300X450,250X350,4,5,960
350X500,350X500,350x650,250X450,5,5,1500
350x450,350x500,350x500,250x450,5,5,1500
350x490,350x500,350x640,250X450,5,5,1500
350x480,350x500,350x630,250X450,5,5,1500
350x470,350x500,350x620,250X450,5,5,1500
350x460,350x500,350x610,250X450,5,5,1500
350x450,350x500,350x600,250X450,5,5,1500
350x450,350x500,350x590,250X450,5,5,1500
350x450,350x500,350x580,250X450,5,5,1500
350x450,350x500,350x570,250X450,5,5,1500
350x450,350x500,350x560,250X450,5,5,1500
350x450,350x500,350x550,250X450,5,5,1500
350x450,350x500,350x540,250X450,5,5,1500
350x450,350x500,350x530,250X450,5,5,1500
350x450,350x500,350x520,250X450,5,5,1500
350x450,350x500,350x510,250X450,5,5,1500
350x450,350x500,350x500,250X450,5,5,1500
300x350,300x400,300x450,250x250,3,3,513
300x340,300x390,300x440,250x250,3,3,513
300x330,300X380,300x430,250x250,3,3,513
300x320,300x370,300x420,250x250,3,3,513
300x310,300x360,300x410,250x250,3,3,513
300x300,300x350,300x400,250x250,3,3,513
300x300,300x340,300x390,250x250,3,3,513
300x300,300x330,300x380,250x250,3,3,513
300x300,300x320,300x370,250x250,3,3,513
300x300,300x310,300x360,250x250,3,3,513
300x300,300x300,300x350,250x250,3,3,513
300x300,300x300,300x360,250x250,3,3,513
300x300,300x300,300x350,250x250,3,3,513
300x300,300x300,300x340,250x250,3,3,513
300x300,300x300,300x330,250x250,3,3,513
300x300,300x300,300x320,250x250,3,3,513
300x300,300x300,300x310,250x250,3,3,513
300x300,300x300,300x300,250x250,3,3,513
300x350,300x400,300x450,250x350,4,3,576
300x350,300x390,300x440,250x350,4,3,576
300x350,300x380,300x430,250x350,4,3,576
300x350,300x370,300x420,250x350,4,3,576
300x350,300x360,300x410,250x350,4,3,576
300x350,300x350,300x400,250x350,4,3,576
300x350,300x350,300x390,250x350,4,3,576
300x350,300x350,300x380,250x350,4,3,576
300x350,300x350,300x370,250x350,4,3,576
300x350,300x350,300x360,250x350,4,3,576
300x350,300x350,300x350,250x350,4,3,576
300x600,300x650,300x650,250x450,5,3,900
300x300,300x350,300x400,250x250,3,2,342
300X300,300X340,300X390,250X250,3,2,342
300X300,300X330,300X380,250x250,3,2,342
300X300,300X320,300X370,250x250,3,2,342
300X300,300X310,300X360,250X250,3,2,342
300X300,300X300,300X350,250X250,3,2,342
300X300,300X300,300X340,250X250,3,2,342
300X300,300X300,300X330,250X250,3,2,342
