Corner column(o/p),Outer column(o/p),Inner Column(o/p),Beam(o/p),Span(i/p),Storey(i/p),Area(sqm)(i/p)
350X450,350X450,350X550,250X450,5,6,1500
300X380,300X380,300X400,250X300,3,5,585
300X370,300X390,300X400,250X300,3,5,585
300X360,300X380,300X390,250X300,3,5,585
300X350,300X370,300X380,250X300,3,5,585
300X340,300X360,300X370,250X300,3,5,585
300X330,300X350,300X360,250X300,3,5,585
300X320,300X340,300X350,250X300,3,5,585
300X310,300X330,300X340,250X300,3,5,585
300X300,300X320,300X330,250X300,3,5,585
300X300,300X310,300X320,250X300,3,5,585
300X300,300X300,300X310,250X300,3,5,585
300X300,300X300,300X300,250X300,3,5,585
300X460,300X510,300X560,250X350,4,5,800
300X450,300x510,300X560,250x350,4,5,800
300X440,300X510,300X560,250X350,4,5,800
300X430,300X510,300X560,250X350,4,5,800
300X420,300X510,300X560,250X350,4,5,800
300x410,300X510,300X560,250X350,4,5,800
300x410,300X500,300X560,250X350,4,5,800
300x410,300X490,300X560,250X350,4,5,800
300x410,300X480,300X560,250X350,4,5,800
300x410,300X470,300X560,250X350,4,5,800
300x410,300x460,300X560,250X350,4,5,800
300x410,300x460,300X550,250X350,4,5,800
300x410,300x460,300X540,250X350,4,5,800
300x410,300x460,300X530,250X350,4,5,800
300x410,300x460,300X520,250X350,4,5,800
300X410,300X460,300X510,250X350,4,5,800
350X400,350X450,350X500,250X450,5,5,1250
350X410,350X460,350X510,250X450,5,5,1250
350X420,350X470,350X520,250X450,5,5,1250
350X430,350X480,350X530,250X450,5,5,1250
350X440,350X490,350X540,250X450,5,5,1250
350X450,350X500,350X550,250X450,5,5,1250
350X450,350X490,350X550,250X450,5,5,1250
350X450,350X480,350X550,250X450,5,5,1250
350X450,350X470,350X550,250X450,5,5,1500
350X450,350X460,350X550,250X450,5,5,1250
350X450,350X450,350X550,250X450,5,5,1250
300x380,300x380,300x400,250x300,3,4,468
300x370,300x380,300x400,250x300,3,4,468
300x360,300x380,300x400,250x300,3,4,468
300x350,300x380,300x400,250x300,3,4,468
300x340,300x380,300x400,250x300,3,4,468
300x330,300x380,300x400,250x300,3,4,468
300x320,300x380,300x400,250x300,3,4,468
300x310,300x380,300x400,250x300,3,4,468
300x300,300x380,300x400,250x300,3,4,468
300x300,300x370,300x390,250x300,3,4,468
300x300,300x360,300x380,250x300,3,4,468
300x300,300x350,300x370,250x300,3,4,468
300x300,300x340,300x360,250x300,3,4,468
300x300,300x330,300x350,250x300,3,4,468
300x300,300x320,300x340,250x300,3,4,468
300x300,300x310,300x330,250x300,3,4,468
300x300,300x300,300x320,250x300,3,4,468
300x300,300x300,300x310,250x300,3,4,468
300x300,300x300,300x300,250x300,3,4,468
300x410,300x480,300x550,250x350,4,4,640
300x400,300x480,300x550,250x350,4,4,640
300x390,300x480,300x550,250x350,4,4,640
300x380,300x480,300x550,250x350,4,4,640
300x370,300x480,300x550,250x350,4,4,640
300x360,300x480,300x550,250x350,4,4,640
300x350,300x480,300x550,250x350,4,4,640
300x340,300x480,300x550,250x350,4,4,640
300x330,300x480,300x550,250x350,4,4,640
300x320,300x480,300x550,250x350,4,4,640
300x310,300x480,300x550,250x350,4,4,640
300x300,300x480,300x550,250x350,4,4,640
300x300,300x480,300x550,250x350,4,4,640
300x300,300x470,300x550,250x350,4,4,640
300x300,300x460,300x550,250x350,4,4,640
300x300,300x450,300x550,250x350,4,4,640
300x300,300x440,300x550,250x350,4,4,640
300x300,300x430,300x550,250x350,4,4,640
300x300,300x420,300x550,250x350,4,4,640
300x300,300x410,300x550,250x350,4,4,640
300x300,300x400,300x550,250x350,4,4,640
300x300,300x390,300x550,250x350,4,4,640
300x300,300x380,300x550,250x350,4,4,640
300x300,300x370,300x550,250x350,4,4,640
300x300,300x360,300x550,250x350,4,4,640
300x300,300x350,300x550,250x350,4,4,640
300x300,300x340,300x550,250x350,4,4,640
300x300,300x330,300x550,250x350,4,4,640
300x300,300x320,300x550,250x350,4,4,640
300x300,300x310,300x550,250x350,4,4,640
300x300,300x300,300x550,250x350,4,4,640
300x300,300x300,300x550,250x350,4,4,640
300x300,300x300,300x540,250x350,4,4,640
300x300,300x300,300x530,250x350,4,4,640
300x300,300x300,300x520,250x350,4,4,640
300x300,300x300,300x510,250x350,4,4,640
300x300,300x300,300x500,250x350,4,4,640
300x300,300x300,300x490,250x350,4,4,640
300x300,300x300,300x480,250x350,4,4,640
300x300,300x300,300x470,250x350,4,4,640
300x300,300x300,300x460,250x350,4,4,640
300x300,300x300,300x450,250x350,4,4,640
300x300,300x300,300x440,250x350,4,4,640
300x300,300x300,300x430,250x350,4,4,640
300x300,300x300,300x420,250x350,4,4,640
300x300,300x300,300x410,250x350,4,4,640
300x300,300x300,300x400,250x350,4,4,640
300x300,300x300,300x390,250x350,4,4,640
300x300,300x300,300x380,250x350,4,4,640
300x300,300x300,300x370,250x350,4,4,640
300x300,300x300,300x360,250x350,4,4,640
300x300,300x300,300x350,250x350,4,4,640
300x410,300x480,300x550,250x350,4,4,640
300x400,300x480,300x550,250x350,4,4,640
300x390,300x480,300x550,250x350,4,4,640
300x380,300x480,300x550,250x350,4,4,640
300x370,300x480,300x550,250x350,4,4,640
300x360,300x480,300x550,250x350,4,4,640
300x350,300x480,300x550,250x350,4,4,640
300x340,300x480,300x550,250x350,4,4,640
300x330,300x480,300x550,250x350,4,4,640
300x320,300x480,300x550,250x350,4,4,640
300x310,300x480,300x550,250x350,4,4,640
300x300,300x480,300x550,250x350,4,4,640
300x300,300x480,300x550,250x350,4,4,640
300x300,300x470,300x550,250x350,4,4,640
300x300,300x460,300x550,250x350,4,4,640
300x300,300x450,300x550,250x350,4,4,640
300x300,300x440,300x550,250x350,4,4,640
300x300,300x430,300x550,250x350,4,4,640
300x300,300x420,300x550,250x350,4,4,640
300x300,300x410,300x550,250x350,4,4,640
300x300,300x400,300x550,250x350,4,4,640
300x300,300x390,300x550,250x350,4,4,640
300x300,300x380,300x550,250x350,4,4,640
300x300,300x370,300x550,250x350,4,4,640
300x300,300x360,300x550,250x350,4,4,640
300x300,300x350,300x550,250x350,4,4,640
300x300,300x340,300x550,250x350,4,4,640
300x300,300x330,300x550,250x350,4,4,640
300x300,300x320,300x550,250x350,4,4,640
300x300,300x310,300x550,250x350,4,4,640
300x300,300x300,300x550,250x350,4,4,640
300x300,300x300,300x550,250x350,4,4,640
300x300,300x300,300x540,250x350,4,4,640
300x300,300x300,300x530,250x350,4,4,640
300x300,300x300,300x520,250x350,4,4,640
300x300,300x300,300x510,250x350,4,4,640
300x300,300x300,300x500,250x350,4,4,640
300x300,300x300,300x490,250x350,4,4,640
300x300,300x300,300x480,250x350,4,4,640
300x300,300x300,300x470,250x350,4,4,640
300x300,300x300,300x460,250x350,4,4,640
300x300,300x300,300x450,250x350,4,4,640
300x300,300x300,300x440,250x350,4,4,640
300x300,300x300,300x430,250x350,4,4,640
300x300,300x300,300x420,250x350,4,4,640
300x300,300x300,300x410,250x350,4,4,640
300x300,300x300,300x400,250x350,4,4,640
300x300,300x300,300x390,250x350,4,4,640
300x300,300x300,300x380,250x350,4,4,640
300x300,300x300,300x370,250x350,4,4,640
300x300,300x300,300x360,250x350,4,4,640
300x300,300x300,300x350,250x350,4,4,640
350x400,350x450,350x500,250x450,5,4,1000
350x400,350x440,350x490,250x450,5,4,1000
350x400,350x430,350x480,250x450,5,4,1000
350x400,350x420,350x470,250x450,5,4,1000
350x400,350x410,350x460,250x450,5,4,1000
350x400,350x400,350x450,250x450,5,4,1000
350x400,350x390,350x440,250x450,5,4,1000
350x400,350x380,350x430,250x450,5,4,1000
300x350,300x400,300x450,250x250,3,3,351
300x330,300x390,300x440,250x250,3,3,351
300x320,300x380,300x430,250x250,3,3,351
300x310,300x370,300x420,250x250,3,3,351
300x300,300x360,300x410,250x250,3,3,351
300x300,300x350,300x400,250x250,3,3,351
300x300,300x350,300x390,250x250,3,3,351
300x300,300x350,300x380,250x250,3,3,351
300x300,300x350,300x370,250x250,3,3,351
300x300,300x350,300x360,250x250,3,3,351
300x300,300x350,300x350,250x250,3,3,351
300x300,300x350,300x340,250x250,3,3,351
300x300,300x350,300x330,250x250,3,3,351
300x300,300x350,300x320,250x250,3,3,351
300x300,300x350,300x310,250x250,3,3,351
300x300,300x350,300x300,250x250,3,3,351
300x300,300x340,300x300,250x250,3,3,351
300x300,300x330,300x300,250x250,3,3,351
300x300,300x320,300x300,250x250,3,3,351
300x300,300x310,300x300,250x250,3,3,351
300x300,300x300,300x300,250x250,3,3,351
300x400,300x400,300x450,250x300,4,3,480
300x390,300x390,300x440,250x300,4,3,480
300x380,300x380,300x430,250x300,4,3,480
300x370,300x370,300x420,250x300,4,3,480
300x360,300x360,300x410,250x300,4,3,480
300x350,300x350,300x400,250x300,4,3,480
300x350,300x350,300x390,250x300,4,3,480
300x350,300x350,300x380,250x300,4,3,480
300x350,300x350,300x370,250x300,4,3,480
300x350,300x350,300x360,250x300,4,3,480
300x350,300x350,300x350,250x300,4,3,480
300x350,300x350,300x350,250x300,4,3,480
350x450,350x500,350x550,250x300,5,3,750
300x350,300x400,300x450,250x250,3,2,234
300X340,300X390,300X440,250X250,3,2,234
300X330,300X380,300X430,250X250,3,2,234
300X320,300X370,300X420,250x250,3,2,234
300X310,300X360,300X410,250x250,3,2,234
300X300,300X350,300X400,250x250,3,2,234
300X300,300X340,300X390,250x250,3,2,234
300X300,300X330,300X380,250x250,3,2,234
300X300,300X320,300X370,250x250,3,2,234
300X300,300X310,300X360,250x250,3,2,234
300X300,300X300,300X350,250x250,3,2,234
300X300,300X300,300X340,250x250,3,2,234
300X300,300X300,300X330,250x250,3,2,234
300X300,300X300,300X320,250x250,3,2,234
300X300,300X300,300X310,250x250,3,2,234
300X300,300X300,300X300,250x250,3,2,234
300X350,300X400,300X450,250X350,4,2,320
300X350,300X390,300X440,250X350,4,2,320
300X350,300X380,300X430,250X350,4,2,320
300X350,300X370,300X420,250X350,4,2,320
300X350,300X360,300X410,250X350,4,2,320
300X350,300X350,300X400,250X350,4,2,320
300X350,300X350,300X390,250X350,4,2,320
300X350,300X350,300X380,250X350,4,2,320
300X350,300X350,300X370,250X350,4,2,320
300X350,300X350,300X360,250X350,4,2,320
300X350,300X350,300X350,250X350,4,2,320
300x350,300x350,300x350,250x350,4,2,320
350X450,350X500,350X550,250x300,5,2,500
