Corner column(o/p),Outer column(o/p),Inner Column(o/p),Beam(o/p),Span(i/p),Storey(i/p),Area(sqm)(i/p)
300x600,300x560,300x610,250x450,5,6,1800
300x600,300x550,300x600,250x450,5,6,1800
300x600,300x540,300x590,250x450,5,6,1800
300x600,300x530,300x580,250x450,5,6,1800
300x600,300x520,300x570,250x450,5,6,1800
300x600,300x510,300x560,250x450,5,6,1800
300x600,300x500,300x550,250x450,5,6,1800
300x600,300x500,300x540,250x450,5,6,1800
300x600,300x500,300x530,250x450,5,6,1800
300x600,300x500,300x520,250x450,5,6,1800
300x600,300x500,300x510,250x450,5,6,1800
300x600,300x650,300x700,250x300,3,7,1512
300x400,300x400,300x450,250x300,3,7,1512
300x590,300x590,300x690,250x300,3,7,1512
300x580,300x580,300x680,250x300,3,7,1512
300x570,300x570,300x670,250x300,3,7,1512
300x560,300x560,300x660,250x300,3,7,1512
300x550,300x550,300x650,250x300,3,7,1512
300x540,300x540,300x640,250x300,3,7,1512
300x530,300x530,300x630,250x300,3,7,1512
300x520,300x520,300x620,250x300,3,7,1512
300x510,300x510,300x610,250x300,3,7,1512
300x500,300x500,300x600,250x300,3,7,1512
300x490,300x490,300x590,250x300,3,7,1512
300x480,300x480,300x580,250x300,3,7,1512
300x470,300x470,300x570,250x300,3,7,1512
300x460,300x460,300x560,250x300,3,7,1512
300x450,300x450,300x550,250x300,3,7,1512
300x440,300x440,300x540,250x300,3,7,1512
300x430,300x430,300x530,250x300,3,7,1512
300x420,300x420,300x520,250x300,3,7,1512
300x410,300x410,300x510,250x300,3,7,1512
300x400,300x400,300x500,250x300,3,7,1512
300x400,300x400,300x490,250x300,3,7,1512
300x400,300x400,300x480,250x300,3,7,1512
300x400,300x400,300x470,250x300,3,7,1512
300x400,300x400,300x460,250x300,3,7,1512
300x400,300x400,300x450,250x300,3,7,1512
300x400,300x400,300x440,250x300,3,7,1512
380x750,380x800,380x850,250x350,4,7,1344
380x400,380x450,380x450,250x350,4,7,1344
380x740,380x790,380x840,250x350,4,7,1344
380x730,380x780,380x830,250x350,4,7,1344
380x720,380x770,380x820,250x350,4,7,1344
380x710,380x760,380x810,250x350,4,7,1344
380x700,380x750,380x800,250x350,4,7,1344
380x690,380x740,380x790,250x350,4,7,1344
380x680,380x730,380x780,250x350,4,7,1344
380x670,380x720,380x770,250x350,4,7,1344
380x660,380x710,380x760,250x350,4,7,1344
380x650,380x700,380x750,250x350,4,7,1344
380x640,380x690,380x740,250x350,4,7,1344
380x630,380x680,380x730,250x350,4,7,1344
380x620,380x670,380x720,250x350,4,7,1344
380x610,380x660,380x710,250x350,4,7,1344
380x600,380x650,380x700,250x350,4,7,1344
380x590,380x640,380x690,250x350,4,7,1344
380x580,380x630,380x680,250x350,4,7,1344
380x570,380x620,380x670,250x350,4,7,1344
380x560,380x610,380x660,250x350,4,7,1344
380x550,380x600,380x650,250x350,4,7,1344
380x540,380x590,380x640,250x350,4,7,1344
380x530,380x580,380x630,250x350,4,7,1344
380x520,380x570,380x620,250x350,4,7,1344
380x510,380x560,380x610,250x350,4,7,1344
380x500,380x550,380x600,250x350,4,7,1344
380x490,380x540,380x590,250x350,4,7,1344
380x480,380x530,380x580,250x350,4,7,1344
380x470,380x520,380x570,250x350,4,7,1344
380x460,380x510,380x560,250x350,4,7,1344
380x450,380x500,380x550,250x350,4,7,1344
380x440,380x490,380x540,250x350,4,7,1344
380x430,380x480,380x530,250x350,4,7,1344
380x420,380x470,380x520,250x350,4,7,1344
380x410,380x460,380x510,250x350,4,7,1344
380x420,380x400,380x500,250x350,4,7,1344
380x410,380x410,380x490,250x350,4,7,1344
380x400,380x420,380x480,250x350,4,7,1344
380x410,380x420,380x470,250x350,4,7,1344
380x400,380x440,380x460,250x350,4,7,1344
300x600,300x650,300x700,250x300,3,8,1728
300x400,300x450,300x500,250x300,3,8,1728
300x590,300x640,300x690,250x300,3,8,1728
300x580,300x630,300x680,250x300,3,8,1728
300x570,300x620,300x670,250x300,3,8,1728
300x560,300x610,300x660,250x300,3,8,1728
300x550,300x600,300x650,250x300,3,8,1728
300x540,300x590,300x640,250x300,3,8,1728
300x530,300x580,300x630,250x300,3,8,1728
300x520,300x570,300x620,250x300,3,8,1728
300x510,300x560,300x610,250x300,3,8,1728
300x500,300x550,300x600,250x300,3,8,1728
300x490,300x540,300x590,250x300,3,8,1728
300x480,300x530,300x580,250x300,3,8,1728
300x470,300x520,300x570,250x300,3,8,1728
300x460,300x510,300x560,250x300,3,8,1728
300x450,300x500,300x550,250x300,3,8,1728
300x440,300x490,300x540,250x300,3,8,1728
300x430,300x480,300x530,250x300,3,8,1728
300x420,300x470,300x520,250x300,3,8,1728
300x410,300x460,300x510,250x300,3,8,1728
300x400,300x450,300x500,250x300,3,8,1728
300x400,300x450,300x490,250x300,3,8,1728
380x750,380x800,380x850,250x350,4,8,1536
380x500,380x600,380x650,250x350,4,8,1536
380x740,380x790,380x840,250x350,4,8,1536
380x730,380x780,380x830,250x350,4,8,1536
380x720,380x770,380x820,250x350,4,8,1536
380x710,380x760,380x810,250x350,4,8,1536
380x700,380x750,380x800,250x350,4,8,1536
380x690,380x740,380x790,250x350,4,8,1536
380x680,380x730,380x780,250x350,4,8,1536
380x670,380x720,380x770,250x350,4,8,1536
380x660,380x710,380x760,250x350,4,8,1536
380x650,380x700,380x750,250x350,4,8,1536
380x640,380x690,380x740,250x350,4,8,1536
380x630,380x680,380x730,250x350,4,8,1536
380x620,380x670,380x720,250x350,4,8,1536
380x610,380x660,380x710,250x350,4,8,1536
380x600,380x650,380x700,250x350,4,8,1536
380x590,380x640,380x690,250x350,4,8,1536
380x580,380x630,380x680,250x350,4,8,1536
380x570,380x620,380x670,250x350,4,8,1536
380x560,380x610,380x660,250x350,4,8,1536
380x550,380x600,380x650,250x350,4,8,1536
380x540,380x590,380x640,250x350,4,8,1536
380x530,380x600,380x650,250x350,4,8,1536
380x520,380x600,380x650,250x350,4,8,1536
380x510,380x600,380x650,250x350,4,8,1536
380x750,380x750,380x750,250x450,5,8,2400
380x650,380x650,380x700,250x450,5,8,2400
380x740,380x740,380x740,250x450,5,8,2400
380x730,380x730,380x730,250x450,5,8,2400
380x720,380x720,380x720,250x450,5,8,2400
380x710,380x710,380x710,250x450,5,8,2400
380x700,380x700,380x700,250x450,5,8,2400
380x690,380x690,380x700,250x450,5,8,2400
380x680,380x680,380x700,250x450,5,8,2400
380x670,380x670,380x700,250x450,5,8,2400
380x660,380x660,380x700,250x450,5,8,2400
300x600,350x700,300x750,250x300,3,9,1944
300x600,300x600,300x700,250x300,3,9,1944
300x600,350x700,300x700,250x300,3,9,1944
300x600,300x650,300x700,250x300,3,9,1944
300x600,300x690,300x740,250x300,3,9,1944
300x600,300x680,300x730,250x300,3,9,1944
300x600,300x670,300x720,250x300,3,9,1944
300x600,300x660,300x710,250x300,3,9,1944
380x750,380x800,380x850,250x350,4,9,1728
380x750,380x800,300x700,250x350,4,9,1728
380x750,380x750,380x750,250x350,4,9,1728
380x750,380x790,380x840,250x350,4,9,1728
380x750,380x780,380x830,250x350,4,9,1728
380x750,380x770,380x820,250x350,4,9,1728
380x750,380x760,380x810,250x350,4,9,1728
380x750,380x750,380x800,250x350,4,9,1728
380x750,380x750,380x790,250x350,4,9,1728
380x750,380x750,380x780,250x350,4,9,1728
380x750,380x750,380x770,250x350,4,9,1728
380x750,380x750,380x760,250x350,4,9,1728
380x750,380x760,380x750,250x350,4,9,1728
380x750,380x750,380x750,250x450,5,9,2700
380x800,380x850,380x850,250x450,5,9,2700
380x790,380x840,380x840,250x450,5,9,2700
380x780,380x830,380x830,250x450,5,9,2700
380x770,380x820,380x820,250x450,5,9,2700
380x760,380x810,380x810,250x450,5,9,2700
380x750,380x800,380x800,250x450,5,9,2700
380x740,380x790,380x790,250x450,5,9,2700
380x750,380x780,380x780,250x450,5,9,2700
380x750,380x770,380x770,250x450,5,9,2700
380x750,380x760,380x760,250x450,5,9,2700
380x750,380x750,380x750,250x450,5,9,2700
380x750,380x740,380x740,250x450,5,9,2700
